JayID,Jays.USFWBand,Sex,AgeKnown,NatalNest,FBreeder,Jays_1.USFWBand,MBreeder,Jays_2.USFWBand,HatchDate,MeasDate,Expr1,LastObsDate,FldgDate
nHQ-,1713-49309,M,Y,BNCH113,B-NG,1603-51727,W-NR,1603-51726,6/3/2011,6/14/2011,11,4/11/2012,6/23/2011
-CRP,1603-51569,F,Y,MOLY081,W-NY,1603-51739,PCA-,1573-97999,4/12/2008,4/23/2008,11,10/14/2009,4/30/2008
-CRO,1603-51574,F,Y,MOLY081,W-NY,1603-51739,PCA-,1573-97999,4/12/2008,4/23/2008,11,10/14/2009,4/30/2008
-CRB,1603-51575,M,Y,MOLY081,W-NY,1603-51739,PCA-,1573-97999,4/12/2008,4/23/2008,11,10/14/2009,4/30/2008
-CnH,1603-51576,F,Y,MOLY081,W-NY,1603-51739,PCA-,1573-97999,4/12/2008,4/23/2008,11,10/14/2009,4/30/2008
-CnW,1603-51779,F,Y,TP11082,R-NR,1603-51751,G-NW,1603-51162,5/11/2008,5/22/2008,11,12/12/2012,5/31/2008
H-CRR,1603-51780,M,Y,TP11082,R-NR,1603-51751,G-NW,1603-51162,5/11/2008,5/22/2008,11,12/12/2012,5/31/2008
-CnG,1603-51781,F,Y,TP11082,R-NR,1603-51751,G-NW,1603-51162,5/11/2008,5/22/2008,11,12/12/2012,5/31/2008
-CnY,1603-51782,M,Y,TP11082,R-NR,1603-51751,G-NW,1603-51162,5/11/2008,5/22/2008,11,12/12/2012,5/31/2008
-YBQ,1713-13368,M,Y,TP11101,R-NR,1603-51751,G-NW,1603-51162,4/11/2010,4/22/2010,11,12/12/2012,4/28/2010
-YPQ,1713-13369,M,Y,TP11101,R-NR,1603-51751,G-NW,1603-51162,4/11/2010,4/22/2010,11,12/12/2012,4/28/2010
-YOQ,1713-13370,M,Y,TP11101,R-NR,1603-51751,G-NW,1603-51162,4/11/2010,4/22/2010,11,12/12/2012,4/28/2010
WBQ-,1713-13955,M,Y,TP11111,R-NR,1603-51751,G-NW,1603-51162,3/25/2011,4/5/2011,11,12/12/2012,4/13/2011
WPQ-,1713-13956,M,Y,TP11111,R-NR,1603-51751,G-NW,1603-51162,3/25/2011,4/5/2011,11,12/12/2012,4/13/2011
WOQ-,1713-13957,M,Y,TP11111,R-NR,1603-51751,G-NW,1603-51162,3/25/2011,4/5/2011,11,12/12/2012,4/13/2011
GHQ-,1713-49283,F,Y,CABS112,H-CGW,1603-51790,-CAH,1603-51566,5/17/2011,5/28/2011,11,6/12/2013,6/4/2011
nAQ-,1713-49284,F,Y,CABS112,H-CGW,1603-51790,-CAH,1603-51566,5/17/2011,5/28/2011,11,6/12/2013,6/4/2011
Q-nH,1713-49777,M,Y,CABS131,H-CGW,1603-51790,-CAH,1603-51566,4/16/2013,4/27/2013,11,6/12/2013,5/4/2013
H-COO,1603-51735,M,Y,ATNT081,R-NG,1603-51809,W-NH,1603-51808,4/30/2008,5/11/2008,11,3/23/2016,5/18/2008
-CnL,1603-51736,M,Y,ATNT081,R-NG,1603-51809,W-NH,1603-51808,4/30/2008,5/11/2008,11,3/23/2016,5/18/2008
H-COH,1603-51737,F,Y,ATNT081,R-NG,1603-51809,W-NH,1603-51808,4/30/2008,5/11/2008,11,3/23/2016,5/18/2008
Q-nP,1713-13480,M,Y,NWTR133,R-NG,1603-51809,-KPZ,1063-48543,4/25/2013,5/6/2013,11,3/23/2016,5/12/2013
Q-HO,1713-13481,M,Y,NWTR133,R-NG,1603-51809,-KPZ,1063-48543,4/25/2013,5/6/2013,11,3/23/2016,5/12/2013
Q-nL,1713-13482,F,Y,NWTR133,R-NG,1603-51809,-KPZ,1063-48543,4/25/2013,5/6/2013,11,3/23/2016,5/12/2013
Q-BH,1713-13483,M,Y,NWTR133,R-NG,1603-51809,-KPZ,1063-48543,4/25/2013,5/6/2013,11,3/23/2016,5/12/2013
nWQ-,1713-49014,M,Y,NPOL111,W-NB,1603-51810,-RCA,1713-49395,4/1/2011,4/12/2011,11,4/12/2016,4/15/2011
nRQ-,1713-49015,M,Y,NPOL111,W-NB,1603-51810,-RCA,1713-49395,4/1/2011,4/12/2011,11,4/12/2016,4/15/2011
nGQ-,1713-49016,F,Y,NPOL111,W-NB,1603-51810,-RCA,1713-49395,4/1/2011,4/12/2011,11,4/12/2016,4/15/2011
nYQ-,1713-49017,F,Y,NPOL111,W-NB,1603-51810,-RCA,1713-49395,4/1/2011,4/12/2011,11,4/12/2016,4/15/2011
nPQ-,1713-49280,F,Y,NPOL112,W-NB,1603-51810,-RCA,1713-49395,5/17/2011,5/28/2011,11,4/12/2016,6/3/2011
nOQ-,1713-49281,M,Y,NPOL112,W-NB,1603-51810,-RCA,1713-49395,5/17/2011,5/28/2011,11,4/12/2016,6/3/2011
nLQ-,1713-49282,M,Y,NPOL112,W-NB,1603-51810,-RCA,1713-49395,5/17/2011,5/28/2011,11,4/12/2016,6/3/2011
Q-WY,1713-49728,F,Y,NPOL131,W-NB,1603-51810,-RCA,1713-49395,4/6/2013,4/17/2013,11,4/12/2016,4/24/2013
Q-WB,1713-49729,F,Y,NPOL131,W-NB,1603-51810,-RCA,1713-49395,4/6/2013,4/17/2013,11,4/12/2016,4/24/2013
Q-nP,1713-49730,M,Y,NPOL131,W-NB,1603-51810,-RCA,1713-49395,4/6/2013,4/17/2013,11,4/12/2016,4/24/2013
Qn-O,1713-89627,M,Y,NPOL142,W-NB,1603-51810,-RCA,1713-49395,4/9/2014,4/20/2014,11,4/12/2016,4/26/2014
QW-L,1713-89628,M,Y,NPOL142,W-NB,1603-51810,-RCA,1713-49395,4/9/2014,4/20/2014,11,4/12/2016,4/26/2014
QW-H,1713-89629,M,Y,NPOL142,W-NB,1603-51810,-RCA,1713-49395,4/9/2014,4/20/2014,11,4/12/2016,4/26/2014
Qn-A,1713-89630,M,Y,NPOL142,W-NB,1603-51810,-RCA,1713-49395,4/9/2014,4/20/2014,11,4/12/2016,4/26/2014
RQW-,1713-89779,F,Y,NPOL151,W-NB,1603-51810,-RCA,1713-49395,4/8/2015,4/19/2015,11,4/12/2016,4/25/2015
RQR-,1713-89780,M,Y,NPOL151,W-NB,1603-51810,-RCA,1713-49395,4/8/2015,4/19/2015,11,4/12/2016,4/25/2015
RQG-,1713-89781,F,Y,NPOL151,W-NB,1603-51810,-RCA,1713-49395,4/8/2015,4/19/2015,11,4/12/2016,4/25/2015
nQY-,1713-89782,F,Y,NPOL151,W-NB,1603-51810,-RCA,1713-49395,4/8/2015,4/19/2015,11,4/12/2016,4/25/2015
nW-Q,1603-51862,F,Y,WVAL092,R-NP,1603-51814,-GCB,1603-17458,4/19/2009,4/30/2009,11,3/11/2015,5/7/2009
BR-Q,1603-51863,F,Y,WVAL092,R-NP,1603-51814,-GCB,1603-17458,4/19/2009,4/30/2009,11,3/11/2015,5/7/2009
nG-Q,1603-51864,F,Y,WVAL092,R-NP,1603-51814,-GCB,1603-17458,4/19/2009,4/30/2009,11,3/11/2015,5/7/2009
nQ-W,1713-49382,M,Y,WVAL122,R-NP,1603-51814,CBH-,1603-51316,5/15/2012,5/26/2012,11,3/11/2015,6/2/2012
nQ-R,1713-49383,F,Y,WVAL122,R-NP,1603-51814,CBH-,1603-51316,5/15/2012,5/26/2012,11,3/11/2015,6/2/2012
Qn-W,1713-89631,M,Y,WVAL141,R-NP,1603-51814,CBH-,1603-51316,4/9/2014,4/20/2014,11,3/11/2015,4/25/2014
QB-R,1713-89632,M,Y,WVAL141,R-NP,1603-51814,CBH-,1603-51316,4/9/2014,4/20/2014,11,3/11/2015,4/25/2014
-OZF,1453-78389,F,Y,SLUM961,ZO-KF,963-80576,F-ZA,1433-87640,5/19/1996,5/30/1996,11,7/10/1997,6/6/1996
-AZn,1453-78390,,Y,SLUM961,ZO-KF,963-80576,F-ZA,1433-87640,5/19/1996,5/30/1996,11,7/10/1997,6/6/1996
-CAL,1603-51565,M,Y,BIGL082,UG-MB,1573-65033,GCG-,1713-49397,4/11/2008,4/22/2008,11,6/11/2014,4/30/2008
-CAH,1603-51566,M,Y,BIGL082,UG-MB,1573-65033,GCG-,1713-49397,4/11/2008,4/22/2008,11,6/11/2014,4/30/2008
-cna,1603-51567,F,Y,BIGL082,UG-MB,1573-65033,GCG-,1713-49397,4/11/2008,4/22/2008,11,6/11/2014,4/30/2008
BCn-,1573-97970,F,Y,BIGL052,UG-MB,1573-65033,Z-OG,1453-63524,4/22/2005,5/3/2005,11,6/11/2014,5/8/2005
PCn-,1573-97971,F,Y,BIGL052,UG-MB,1573-65033,Z-OG,1453-63524,4/22/2005,5/3/2005,11,6/11/2014,5/8/2005
-FCW,1603-16657,F,Y,BIGL061,UG-MB,1573-65033,Z-OG,1453-63524,4/5/2006,4/16/2006,11,6/11/2014,4/23/2006
-ACW,1603-16658,F,Y,BIGL061,UG-MB,1573-65033,Z-OG,1453-63524,4/5/2006,4/16/2006,11,6/11/2014,4/23/2006
nW-Q,1603-51843,M,Y,BIGL091,UG-MB,1573-65033,GCG-,1713-49397,4/14/2009,4/25/2009,11,6/11/2014,5/2/2009
nR-Q,,,Y,BIGL091,UG-MB,1573-65033,GCG-,1713-49397,4/14/2009,4/25/2009,11,6/11/2014,5/2/2009
nBQ-,1713-49041,M,Y,BIGL111,UG-MB,1573-65033,GCG-,1713-49397,4/3/2011,4/14/2011,11,6/11/2014,4/21/2011
nPQ-,1713-49042,F,Y,BIGL111,UG-MB,1573-65033,GCG-,1713-49397,4/3/2011,4/14/2011,11,6/11/2014,4/21/2011
nOQ-,1713-49043,M,Y,BIGL111,UG-MB,1573-65033,GCG-,1713-49397,4/3/2011,4/14/2011,11,6/11/2014,4/21/2011
nLQ-,1713-49044,M,Y,BIGL111,UG-MB,1573-65033,GCG-,1713-49397,4/3/2011,4/14/2011,11,6/11/2014,4/21/2011
PWQ-H,1713-49304,M,Y,BIGL112,UG-MB,1573-65033,GCG-,1713-49397,6/2/2011,6/13/2011,11,6/11/2014,6/19/2011
nRQ-,1713-49305,M,Y,BIGL112,UG-MB,1573-65033,GCG-,1713-49397,6/2/2011,6/13/2011,11,6/11/2014,6/19/2011
Q-GW,1713-49736,M,Y,BIGL132,UG-MB,1573-65033,GCG-,1713-49397,4/8/2013,4/19/2013,11,6/11/2014,4/26/2013
Q-GR,1713-49737,F,Y,BIGL132,UG-MB,1573-65033,GCG-,1713-49397,4/8/2013,4/19/2013,11,6/11/2014,4/26/2013
Q-GG,1713-49738,M,Y,BIGL132,UG-MB,1573-65033,GCG-,1713-49397,4/8/2013,4/19/2013,11,6/11/2014,4/26/2013
nY-Q,1603-51828,F,Y,NWTR091,U-FOC,1513-50882,-KPZ,1063-48543,4/8/2009,4/19/2009,11,2/13/2013,4/27/2009
nB-Q,1603-51829,M,Y,NWTR091,U-FOC,1513-50882,-KPZ,1063-48543,4/8/2009,4/19/2009,11,2/13/2013,4/27/2009
-nBQ,1713-13360,,Y,NWTR101,U-FOC,1513-50882,-KPZ,1063-48543,4/10/2010,4/21/2010,11,2/13/2013,4/28/2010
-nPQ,1713-13361,M,Y,NWTR101,U-FOC,1513-50882,-KPZ,1063-48543,4/10/2010,4/21/2010,11,2/13/2013,4/28/2010
-GOQ,1713-13362,F,Y,NWTR101,U-FOC,1513-50882,-KPZ,1063-48543,4/10/2010,4/21/2010,11,2/13/2013,4/28/2010
-GLQ,1713-13363,F,Y,NWTR101,U-FOC,1513-50882,-KPZ,1063-48543,4/10/2010,4/21/2010,11,2/13/2013,4/28/2010
nBQ-,1713-13975,F,Y,NWTR111,U-FOC,1513-50882,-KPZ,1063-48543,3/28/2011,4/8/2011,11,2/13/2013,4/15/2011
nPQ-,1713-13976,F,Y,NWTR111,U-FOC,1513-50882,-KPZ,1063-48543,3/28/2011,4/8/2011,11,2/13/2013,4/15/2011
nOQ-,1713-13977,M,Y,NWTR111,U-FOC,1513-50882,-KPZ,1063-48543,3/28/2011,4/8/2011,11,2/13/2013,4/15/2011
nQ-W,1713-49330,M,Y,NWTR121,U-FOC,1513-50882,-KPZ,1063-48543,4/8/2012,4/19/2012,11,2/13/2013,4/26/2012
nQ-R,1713-49331,F,Y,NWTR121,U-FOC,1513-50882,-KPZ,1063-48543,4/8/2012,4/19/2012,11,2/13/2013,4/26/2012
H-CGW,1603-51790,F,Y,SAND082,LCB-I,1603-16512,BC-G,1063-42827,5/17/2008,5/28/2008,11,7/17/2009,5/31/2008
-CnR,1603-51791,M,Y,SAND082,LCB-I,1603-16512,BC-G,1063-42827,5/17/2008,5/28/2008,11,7/17/2009,5/31/2008
H-CGG,1603-51792,M,Y,SAND082,LCB-I,1603-16512,BC-G,1063-42827,5/17/2008,5/28/2008,11,7/17/2009,5/31/2008
-CHG,1603-51548,F,Y,BOBB081,CF-OI,1573-66632,CB-W,1573-66523,4/8/2008,4/19/2008,11,6/16/2008,4/25/2008
ZG-O,1453-72780,,Y,SCRP942,SCRPf,9999-99950,-ORZ,1453-72755,5/5/1994,5/16/1994,11,12/12/1994,5/23/1994
ZY-n,1453-72781,,Y,SCRP942,SCRPf,9999-99950,-ORZ,1453-72755,5/5/1994,5/16/1994,11,12/12/1994,5/23/1994
ZB-O,1453-72782,,Y,SCRP942,SCRPf,9999-99950,-ORZ,1453-72755,5/5/1994,5/16/1994,11,12/12/1994,5/23/1994
WPQ-H,1713-49238,M,Y,BLAR111,OH-Q,1713-13301,-CWL,1603-51179,4/22/2011,5/3/2011,11,4/16/2013,5/9/2011
WOQ-H,1713-49239,F,Y,BLAR111,OH-Q,1713-13301,-CWL,1603-51179,4/22/2011,5/3/2011,11,4/16/2013,5/9/2011
nQ-W,1713-49373,M,Y,BLAR121,OH-Q,1713-13301,-CWL,1603-51179,5/1/2012,5/12/2012,11,4/16/2013,5/18/2012
-nHQ,1713-13652,M,Y,BOBB101,I-YCO,1603-17143,CB-W,1573-66523,4/24/2010,5/5/2010,11,11/14/2012,5/12/2010
OLQ-,1713-49240,F,Y,BOBB112,I-YCO,1603-17143,CB-W,1573-66523,4/23/2011,5/4/2011,11,11/14/2012,5/10/2011
OHQ-,1713-49241,F,Y,BOBB112,I-YCO,1603-17143,CB-W,1573-66523,4/23/2011,5/4/2011,11,11/14/2012,5/10/2011
nAQ-,1713-49242,F,Y,BOBB112,I-YCO,1603-17143,CB-W,1573-66523,4/23/2011,5/4/2011,11,11/14/2012,5/10/2011
nWQ-,1713-49210,M,Y,ISLA112,I-CWB,1603-51076,-CYR,1603-51525,4/15/2011,4/26/2011,11,8/12/2013,5/1/2011
RRQ-,1713-49211,,Y,ISLA112,I-CWB,1603-51076,-CYR,1603-51525,4/15/2011,4/26/2011,11,8/12/2013,5/1/2011
Q-nW,1713-49725,F,Y,BINX131,I-CHY,1603-51602,-WLQ,1713-13619,4/5/2013,4/16/2013,11,4/12/2016,4/23/2013
Q-RR,1713-49726,F,Y,BINX131,I-CHY,1603-51602,-WLQ,1713-13619,4/5/2013,4/16/2013,11,4/12/2016,4/23/2013
Q-RG,1713-49727,M,Y,BINX131,I-CHY,1603-51602,-WLQ,1713-13619,4/5/2013,4/16/2013,11,4/12/2016,4/23/2013
Qn-G,1713-89635,F,Y,BINX141,I-CHY,1603-51602,-WLQ,1713-13619,4/10/2014,4/21/2014,11,4/12/2016,4/30/2014
QB-Y,1713-89636,M,Y,BINX141,I-CHY,1603-51602,-WLQ,1713-13619,4/10/2014,4/21/2014,11,4/12/2016,4/30/2014
Qn-B,1713-89637,M,Y,BINX141,I-CHY,1603-51602,-WLQ,1713-13619,4/10/2014,4/21/2014,11,4/12/2016,4/30/2014
Qn-P,1713-89638,M,Y,BINX141,I-CHY,1603-51602,-WLQ,1713-13619,4/10/2014,4/21/2014,11,4/12/2016,4/30/2014
nQW-,1713-90192,M,Y,BINX154,I-CHY,1603-51602,-WLQ,1713-13619,6/3/2015,6/14/2015,11,4/12/2016,6/22/2015
nQR-,1713-90193,F,Y,BINX154,I-CHY,1603-51602,-WLQ,1713-13619,6/3/2015,6/14/2015,11,4/12/2016,6/22/2015
nQG-,1713-90194,M,Y,BINX154,I-CHY,1603-51602,-WLQ,1713-13619,6/3/2015,6/14/2015,11,4/12/2016,6/22/2015
nQY-,1713-90195,F,Y,BINX154,I-CHY,1603-51602,-WLQ,1713-13619,6/3/2015,6/14/2015,11,4/12/2016,6/22/2015
-WQn,1713-90389,,Y,BINX161,I-CHY,1603-51602,H-NR,1713-13333,4/13/2016,4/24/2016,11,4/12/2016,5/1/2016
-RQn,1713-90390,,Y,BINX161,I-CHY,1603-51602,H-NR,1713-13333,4/13/2016,4/24/2016,11,4/12/2016,5/1/2016
-GQn,1713-90391,,Y,BINX161,I-CHY,1603-51602,H-NR,1713-13333,4/13/2016,4/24/2016,11,4/12/2016,5/1/2016
-nQn,1713-90392,,Y,BINX161,I-CHY,1603-51602,H-NR,1713-13333,4/13/2016,4/24/2016,11,4/12/2016,5/1/2016
-OQn,1713-90408,,Y,WLIN162,I-CAW,1603-51639,WCH=,1713-89767,4/22/2016,5/3/2016,11,4/12/2016,5/9/2016
-LQn,1713-90409,,Y,WLIN162,I-CAW,1603-51639,WCH=,1713-89767,4/22/2016,5/3/2016,11,4/12/2016,5/9/2016
-HQn,1713-90410,,Y,WLIN162,I-CAW,1603-51639,WCH=,1713-89767,4/22/2016,5/3/2016,11,4/12/2016,5/9/2016
-AQn,1713-90411,,Y,WLIN162,I-CAW,1603-51639,WCH=,1713-89767,4/22/2016,5/3/2016,11,4/12/2016,5/9/2016
nBQ-,1713-49248,F,Y,RATL113,I-CAW,1603-51639,BC-WuI,1063-48986,4/24/2011,5/5/2011,11,4/12/2016,5/11/2011
nPQ-,1713-49249,M,Y,RATL113,I-CAW,1603-51639,BC-WuI,1063-48986,4/24/2011,5/5/2011,11,4/12/2016,5/11/2011
nOQ-,1713-49250,F,Y,RATL113,I-CAW,1603-51639,BC-WuI,1063-48986,4/24/2011,5/5/2011,11,4/12/2016,5/11/2011
nLQ-,1713-49251,M,Y,RATL113,I-CAW,1603-51639,BC-WuI,1063-48986,4/24/2011,5/5/2011,11,4/12/2016,5/11/2011
YQ-L,1713-49363,M,Y,RATL121,I-CAW,1603-51639,BC-WuI,1063-48986,4/27/2012,5/8/2012,11,4/12/2016,5/13/2012
nQ-H,1713-49364,F,Y,RATL121,I-CAW,1603-51639,BC-WuI,1063-48986,4/27/2012,5/8/2012,11,4/12/2016,5/13/2012
Q-LY,1713-49779,F,Y,RATL132,I-CAW,1603-51639,BC-WuI,1063-48986,4/18/2013,4/29/2013,11,4/12/2016,5/5/2013
Q-LB,1713-49780,M,Y,RATL132,I-CAW,1603-51639,BC-WuI,1063-48986,4/18/2013,4/29/2013,11,4/12/2016,5/5/2013
QH-G,1713-89732,M,Y,WLIN142,I-CAW,1603-51639,WCH=,1713-89767,5/23/2014,6/3/2014,11,4/12/2016,6/9/2014
QH-Y,1713-89733,M,Y,WLIN142,I-CAW,1603-51639,WCH=,1713-89767,5/23/2014,6/3/2014,11,4/12/2016,6/9/2014
GQW-,1713-89789,F,Y,WLIN151,I-CAW,1603-51639,WCH=,1713-89767,4/10/2015,4/21/2015,11,4/12/2016,4/28/2015
GQR-,1713-89790,F,Y,WLIN151,I-CAW,1603-51639,WCH=,1713-89767,4/10/2015,4/21/2015,11,4/12/2016,4/28/2015
GQG-,1713-89791,F,Y,WLIN151,I-CAW,1603-51639,WCH=,1713-89767,4/10/2015,4/21/2015,11,4/12/2016,4/28/2015
nY-Q,1603-51892,F,Y,WISE091,H-NW,1603-51817,Y-PQ,1603-17432,5/1/2009,5/12/2009,11,###############################################################################################################################################################################################################################################################,5/19/2009
nB-Q,1603-51893,M,Y,WISE091,H-NW,1603-51817,Y-PQ,1603-17432,5/1/2009,5/12/2009,11,###############################################################################################################################################################################################################################################################,5/19/2009
nP-Q,1603-51894,M,Y,WISE091,H-NW,1603-51817,Y-PQ,1603-17432,5/1/2009,5/12/2009,11,###############################################################################################################################################################################################################################################################,5/19/2009
nO-Q,1603-51895,F,Y,WISE091,H-NW,1603-51817,Y-PQ,1603-17432,5/1/2009,5/12/2009,11,###############################################################################################################################################################################################################################################################,5/19/2009
-nWQ,1713-13386,M,Y,WISE101,H-NW,1603-51817,Y-PQ,1603-17432,4/14/2010,4/25/2010,11,###############################################################################################################################################################################################################################################################,5/2/2010
-ORQ,1713-13387,F,Y,WISE101,H-NW,1603-51817,Y-PQ,1603-17432,4/14/2010,4/25/2010,11,###############################################################################################################################################################################################################################################################,5/2/2010
-OGQ,1713-13388,F,Y,WISE101,H-NW,1603-51817,Y-PQ,1603-17432,4/14/2010,4/25/2010,11,###############################################################################################################################################################################################################################################################,5/2/2010
-nYQ,1713-13389,M,Y,WISE101,H-NW,1603-51817,Y-PQ,1603-17432,4/14/2010,4/25/2010,11,###############################################################################################################################################################################################################################################################,5/2/2010
BWQ-,1713-49035,F,Y,WISE111,H-NW,1603-51817,Y-PQ,1603-17432,4/3/2011,4/14/2011,11,###############################################################################################################################################################################################################################################################,4/18/2011
nRQ-,1713-49036,F,Y,WISE111,H-NW,1603-51817,Y-PQ,1603-17432,4/3/2011,4/14/2011,11,###############################################################################################################################################################################################################################################################,4/18/2011
OGQ-,1713-49037,F,Y,WISE111,H-NW,1603-51817,Y-PQ,1603-17432,4/3/2011,4/14/2011,11,###############################################################################################################################################################################################################################################################,4/18/2011
nYQ-,1713-49038,F,Y,WISE111,H-NW,1603-51817,Y-PQ,1603-17432,4/3/2011,4/14/2011,11,###############################################################################################################################################################################################################################################################,4/18/2011
nWQ-,1713-49233,F,Y,SWSE114,H-NG,1713-13334,H-GCO,1603-17440,4/22/2011,5/3/2011,11,5/13/2013,5/9/2011
LRQ-,1713-49234,M,Y,SWSE114,H-NG,1713-13334,H-GCO,1603-17440,4/22/2011,5/3/2011,11,5/13/2013,5/9/2011
nGQ-,1713-49235,F,Y,SWSE114,H-NG,1713-13334,H-GCO,1603-17440,4/22/2011,5/3/2011,11,5/13/2013,5/9/2011
-nYQ,1713-13632,M,Y,FENC101,W-NA,1713-13331,H-PCR,1603-17259,4/19/2010,4/30/2010,11,12/14/2011,5/6/2010
-ABQ,1713-13633,M,Y,FENC101,W-NA,1713-13331,H-PCR,1603-17259,4/19/2010,4/30/2010,11,12/14/2011,5/6/2010
-APQ,1713-13634,F,Y,FENC101,W-NA,1713-13331,H-PCR,1603-17259,4/19/2010,4/30/2010,11,12/14/2011,5/6/2010
-AOQ,1713-13635,F,Y,FENC101,W-NA,1713-13331,H-PCR,1603-17259,4/19/2010,4/30/2010,11,12/14/2011,5/6/2010
AWQ-,1713-49068,F,Y,FENC112,W-NA,1713-13331,H-PCR,1603-17259,4/7/2011,4/18/2011,11,12/14/2011,4/27/2011
ARQ-,1713-49069,F,Y,FENC112,W-NA,1713-13331,H-PCR,1603-17259,4/7/2011,4/18/2011,11,12/14/2011,4/27/2011
AGQ-,1713-49070,M,Y,FENC112,W-NA,1713-13331,H-PCR,1603-17259,4/7/2011,4/18/2011,11,12/14/2011,4/27/2011
AYQ-,1713-49071,F,Y,FENC112,W-NA,1713-13331,H-PCR,1603-17259,4/7/2011,4/18/2011,11,12/14/2011,4/27/2011
nLQ-,1713-49310,F,Y,WICK113,GW-Q,1713-13328,G-NR,1603-51816,6/12/2011,6/23/2011,11,8/12/2015,6/30/2011
nHQ-,1713-49311,F,Y,WICK113,GW-Q,1713-13328,G-NR,1603-51816,6/12/2011,6/23/2011,11,8/12/2015,6/30/2011
OQR-,1713-89907,M,Y,GRVR151,GW-Q,1713-13328,H-CWR,1603-51819,4/11/2015,4/22/2015,11,8/12/2015,4/29/2015
OQB-,1713-89908,M,Y,GRVR151,GW-Q,1713-13328,H-CWR,1603-51819,4/11/2015,4/22/2015,11,8/12/2015,4/29/2015
nQG-,1713-89909,,Y,GRVR151,GW-Q,1713-13328,H-CWR,1603-51819,4/11/2015,4/22/2015,11,8/12/2015,4/29/2015
OQY-,1713-89910,F,Y,GRVR151,GW-Q,1713-13328,H-CWR,1603-51819,4/11/2015,4/22/2015,11,8/12/2015,4/29/2015
BBQ-,1713-49072,M,Y,CATB112,R-NO,1713-13335,H-GCB,1603-17413,4/7/2011,4/18/2011,11,1/18/2012,4/27/2011
nPQ-,1713-49073,M,Y,CATB112,R-NO,1713-13335,H-GCB,1603-17413,4/7/2011,4/18/2011,11,1/18/2012,4/27/2011
BOQ-,1713-49074,F,Y,CATB112,R-NO,1713-13335,H-GCB,1603-17413,4/7/2011,4/18/2011,11,1/18/2012,4/27/2011
BRQ-H,1713-49265,F,Y,HEWT112,GR-Q,1713-13329,-CBA,1603-51721,5/2/2011,5/13/2011,11,8/13/2014,5/22/2011
BGQ-,1713-49266,M,Y,HEWT112,GR-Q,1713-13329,-CBA,1603-51721,5/2/2011,5/13/2011,11,8/13/2014,5/22/2011
nYQ-,1713-49267,M,Y,HEWT112,GR-Q,1713-13329,-CBA,1603-51721,5/2/2011,5/13/2011,11,8/13/2014,5/22/2011
nBQ-,1713-49268,F,Y,HEWT112,GR-Q,1713-13329,-CBA,1603-51721,5/2/2011,5/13/2011,11,8/13/2014,5/22/2011
Q-BB,1713-49749,F,Y,HEWT131,GR-Q,1713-13329,-CBA,1603-51721,4/12/2013,4/23/2013,11,8/13/2014,4/30/2013
Q-BP,1713-49750,F,Y,HEWT131,GR-Q,1713-13329,-CBA,1603-51721,4/12/2013,4/23/2013,11,8/13/2014,4/30/2013
Q-nO,1713-49751,F,Y,HEWT131,GR-Q,1713-13329,-CBA,1603-51721,4/12/2013,4/23/2013,11,8/13/2014,4/30/2013
QA-W,1713-89720,F,Y,HEWT142,GR-Q,1713-13329,-CBA,1603-51721,5/14/2014,5/25/2014,11,8/13/2014,6/1/2014
QA-R,1713-89721,F,Y,HEWT142,GR-Q,1713-13329,-CBA,1603-51721,5/14/2014,5/25/2014,11,8/13/2014,6/1/2014
RLQ-H,1713-49272,F,Y,PITA113,HP-Q,1713-13332,H-GCL,1713-49329,5/12/2011,5/23/2011,11,4/12/2016,5/30/2011
RHQ-H,1713-49273,M,Y,PITA113,HP-Q,1713-13332,H-GCL,1713-49329,5/12/2011,5/23/2011,11,4/12/2016,5/30/2011
RAQ-H,1713-49274,M,Y,PITA113,HP-Q,1713-13332,H-GCL,1713-49329,5/12/2011,5/23/2011,11,4/12/2016,5/30/2011
Q-nO,1713-13489,F,Y,PITA133,HP-Q,1713-13332,H-GCL,1713-49329,4/28/2013,5/9/2013,11,4/12/2016,5/15/2013
Q-nL,1713-13490,M,Y,PITA133,HP-Q,1713-13332,H-GCL,1713-49329,4/28/2013,5/9/2013,11,4/12/2016,5/15/2013
Q-nH,1713-13491,F,Y,PITA133,HP-Q,1713-13332,H-GCL,1713-49329,4/28/2013,5/9/2013,11,4/12/2016,5/15/2013
Q-nA,1713-13492,M,Y,PITA133,HP-Q,1713-13332,H-GCL,1713-49329,4/28/2013,5/9/2013,11,4/12/2016,5/15/2013
Qn-B,1713-89734,F,Y,PITA146,HP-Q,1713-13332,H-GCL,1713-49329,5/25/2014,6/5/2014,11,4/12/2016,6/11/2014
Qn-P,1713-89735,F,Y,PITA146,HP-Q,1713-13332,H-GCL,1713-49329,5/25/2014,6/5/2014,11,4/12/2016,6/11/2014
Qn-O,1713-89736,F,Y,PITA146,HP-Q,1713-13332,H-GCL,1713-49329,5/25/2014,6/5/2014,11,4/12/2016,6/11/2014
Qn-L,1713-89737,M,Y,PITA146,HP-Q,1713-13332,H-GCL,1713-49329,5/25/2014,6/5/2014,11,4/12/2016,6/11/2014
-nLQ,1713-13667,F,Y,HILD101,P-NR,1713-13941,-CGY,1603-51588,5/4/2010,5/15/2010,11,11/14/2012,5/25/2010
